waktu,gain,power,gain(dBW),power (dBW),gain (numerik),power (numerik),sum gain (numerik),sum power (numerik),sum gain (dB),sum power (dB)
35:22.0,14.828125,-38.07333333,14.828125,-68.07333333,30.39572453,1.55836E-07,10483.17196,8.68712E-07,,
35:22.0,10.09375,-41.06142857,10.09375,-71.06142857,10.21821414,7.83172E-08,,,,
35:15.0,9.53125,-43.51764706,9.53125,-73.51764706,8.976871324,4.44872E-08,,,,
35:15.0,8.015625,-48.47272727,8.015625,-78.47272727,6.332314845,1.42144E-08,,,,
35:15.0,8.5,-47.59307692,8.5,-77.59307692,7.079457844,1.74057E-08,,,,
35:15.0,9.46875,-44.53846154,9.46875,-74.53846154,8.848608897,3.51685E-08,,,,
35:15.0,9.5,-45.77,9.5,-75.77,8.912509381,2.6485E-08,,,,
35:15.0,9.734375,-41.86769231,9.734375,-71.86769231,9.406704469,6.50475E-08,,,,
35:15.0,9.359375,-37.92,9.359375,-67.92,8.628543641,1.61436E-07,,,,
35:15.0,11.484375,-41.26428571,11.484375,-71.26428571,14.07464663,7.47432E-08,,,,
35:15.0,9.6875,-37.74,9.6875,-67.74,9.305720409,1.68267E-07,,,,
35:08.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
35:08.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
35:08.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
35:08.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
35:08.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
35:08.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
35:08.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
35:08.0,11.609375,-49.2,11.609375,-79.2,14.48563374,1.20226E-08,,,,
35:08.0,10.296875,-48.58571429,10.296875,-78.58571429,10.70748562,1.38493E-08,,,,
27:47.0,15.125,-38.06666667,15.125,-68.06666667,32.54617835,1.56075E-07,,,,
27:47.0,10.375,-41.06785714,10.375,-71.06785714,10.90184492,7.82014E-08,,,,
27:40.0,9.765625,-43.56470588,9.765625,-73.56470588,9.474635257,4.40078E-08,,,,
27:40.0,7.890625,-48.42272727,7.890625,-78.42272727,6.152654101,1.4379E-08,,,,
27:40.0,8.390625,-47.55846154,8.390625,-77.55846154,6.903391445,1.7545E-08,,,,
27:40.0,9.75,-44.53076923,9.75,-74.53076923,9.440608763,3.52308E-08,,,,
27:40.0,9.375,-45.74,9.375,-75.74,8.659643234,2.66686E-08,,,,
27:40.0,9.875,-41.85076923,9.875,-71.85076923,9.716279516,6.53015E-08,,,,
27:40.0,9.234375,-37.92666667,9.234375,-67.92666667,8.383734183,1.61188E-07,,,,
27:40.0,11.5625,-41.26428571,11.5625,-71.26428571,14.3301257,7.47432E-08,,,,
27:40.0,10.34375,-37.758,10.34375,-67.758,10.8236814,1.67571E-07,,,,
27:33.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
27:33.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
27:33.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
27:33.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
27:33.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
27:33.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
27:33.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
27:33.0,11.328125,-49.17894737,11.328125,-79.17894737,13.57727142,1.20811E-08,,,,
27:33.0,10.03125,-48.57142857,10.03125,-78.57142857,10.07221529,1.3895E-08,,,,
20:12.0,15.1875,-38.06666667,15.1875,-68.06666667,33.01794198,1.56075E-07,,,,
20:12.0,9.609375,-41.055,9.609375,-71.055,9.139816995,7.84332E-08,,,,
20:05.0,9.40625,-43.52352941,9.40625,-73.52352941,8.722179097,4.4427E-08,,,,
20:05.0,7.734375,-48.40909091,7.734375,-78.40909091,5.935229272,1.44242E-08,,,,
20:05.0,8.25,-47.58615385,8.25,-77.58615385,6.683439176,1.74335E-08,,,,
20:05.0,9.3125,-44.52307692,9.3125,-74.52307692,8.535913393,3.52933E-08,,,,
20:05.0,9.1875,-45.795,9.1875,-75.795,8.293732045,2.6333E-08,,,,
20:05.0,9.34375,-41.86769231,9.34375,-71.86769231,8.597555737,6.50475E-08,,,,
20:05.0,9,-37.9,9,-67.9,7.943282347,1.62181E-07,,,,
20:05.0,11.203125,-41.24285714,11.203125,-71.24285714,13.19205642,7.51129E-08,,,,
20:05.0,9.78125,-37.758,9.78125,-67.758,9.508784391,1.67571E-07,,,,
19:58.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
19:58.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
19:58.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
19:58.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
19:58.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
19:58.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
19:58.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
19:58.0,11.1875,-49.15263158,11.1875,-79.15263158,13.14467946,1.21545E-08,,,,
19:58.0,9.9375,-48.52857143,9.9375,-78.52857143,9.857119009,1.40328E-08,,,,
12:37.0,15.5625,-38.04666667,15.5625,-68.04666667,35.99564831,1.56795E-07,,,,
12:37.0,9.828125,-41.04214286,9.828125,-71.04214286,9.611972066,7.86658E-08,,,,
12:30.0,9.3125,-43.54705882,9.3125,-73.54705882,8.535913393,4.4187E-08,,,,
12:30.0,8.8125,-48.45,8.8125,-78.45,7.607640819,1.42889E-08,,,,
12:30.0,9.25,-47.62307692,9.25,-77.62307692,8.413951416,1.72859E-08,,,,
12:30.0,9.09375,-44.52307692,9.09375,-74.52307692,8.116616003,3.52933E-08,,,,
12:30.0,10.296875,-45.74,10.296875,-75.74,10.70748562,2.66686E-08,,,,
12:30.0,9.21875,-41.85923077,9.21875,-71.85923077,8.35362547,6.51744E-08,,,,
12:30.0,8.90625,-37.91333333,8.90625,-67.91333333,7.773650302,1.61684E-07,,,,
12:30.0,11.65625,-41.25,11.65625,-71.25,14.64282931,7.49894E-08,,,,
12:30.0,9.6875,-37.746,9.6875,-67.746,9.305720409,1.68035E-07,,,,
12:23.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
12:23.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
12:23.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
12:23.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
12:23.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
12:23.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
12:23.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
12:23.0,12.46875,-49.15263158,12.46875,-79.15263158,17.65529587,1.21545E-08,,,,
12:23.0,11.140625,-48.5952381,11.140625,-78.5952381,13.00356701,1.3819E-08,,,,
05:02.0,15.734375,-38.06,15.734375,-68.06,37.44876501,1.56315E-07,,,,
05:02.0,10.09375,-41.03571429,10.09375,-71.03571429,10.21821414,7.87823E-08,,,,
04:55.0,9,-43.54705882,9,-73.54705882,7.943282347,4.4187E-08,,,,
04:55.0,7.75,-48.44545455,7.75,-78.44545455,5.956621435,1.43039E-08,,,,
04:55.0,8.296875,-47.56538462,8.296875,-77.56538462,6.755966696,1.75171E-08,,,,
04:55.0,8.953125,-44.52307692,8.953125,-74.52307692,7.858008604,3.52933E-08,,,,
04:55.0,9.203125,-45.78,9.203125,-75.78,8.323624886,2.64241E-08,,,,
04:55.0,9.09375,-41.88461538,9.09375,-71.88461538,8.116616003,6.47945E-08,,,,
04:55.0,8.984375,-37.92666667,8.984375,-67.92666667,7.914755439,1.61188E-07,,,,
04:55.0,11.125,-41.25,11.125,-71.25,12.95686698,7.49894E-08,,,,
04:55.0,10.046875,-37.764,10.046875,-67.764,10.10851826,1.6734E-07,,,,
04:48.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
04:48.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
04:48.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
04:48.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
04:48.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
04:48.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
04:48.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
04:48.0,11.3125,-49.19473684,11.3125,-79.19473684,13.52851103,1.20372E-08,,,,
04:48.0,10.0625,-48.56190476,10.0625,-78.56190476,10.14495208,1.39255E-08,,,,
57:27.0,16.015625,-38.06666667,16.015625,-68.06666667,39.95420559,1.56075E-07,,,,
57:27.0,10,-41.03571429,10,-71.03571429,10,7.87823E-08,,,,
57:20.0,8.875,-43.55294118,8.875,-73.55294118,7.717915156,4.41272E-08,,,,
57:20.0,7.84375,-48.40909091,7.84375,-78.40909091,6.08660334,1.44242E-08,,,,
57:20.0,8.375,-47.59307692,8.375,-77.59307692,6.878599123,1.74057E-08,,,,
57:20.0,8.796875,-44.54615385,8.796875,-74.54615385,7.580319309,3.51063E-08,,,,
57:20.0,9.296875,-45.785,9.296875,-75.785,8.505258154,2.63937E-08,,,,
57:20.0,9.390625,-41.85923077,9.390625,-71.85923077,8.690854917,6.51744E-08,,,,
57:20.0,9.078125,-37.93333333,9.078125,-67.93333333,8.087466598,1.60941E-07,,,,
57:20.0,11.359375,-41.25,11.359375,-71.25,13.67532008,7.49894E-08,,,,
57:20.0,10.53125,-37.752,10.53125,-67.752,11.30121143,1.67803E-07,,,,
57:13.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
57:13.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
57:13.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
57:13.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
57:13.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
57:13.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
57:13.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
57:13.0,11.421875,-49.13684211,11.421875,-79.13684211,13.87354669,1.21988E-08,,,,
57:13.0,10.09375,-48.54761905,10.09375,-78.54761905,10.21821414,1.39713E-08,,,,
49:52.0,15.546875,-38.06666667,15.546875,-68.06666667,35.86637624,1.56075E-07,,,,
49:52.0,10.265625,-41.06785714,10.265625,-71.06785714,10.63071561,7.82014E-08,,,,
49:45.0,8.953125,-43.53529412,8.953125,-73.53529412,7.858008604,4.43068E-08,,,,
49:45.0,7.609375,-48.47727273,7.609375,-78.47727273,5.76683466,1.41995E-08,,,,
49:45.0,8.09375,-47.61538462,8.09375,-77.61538462,6.447257262,1.73166E-08,,,,
49:45.0,8.875,-44.5,8.875,-74.5,7.717915156,3.54813E-08,,,,
49:45.0,9.03125,-45.735,9.03125,-75.735,8.000644989,2.66993E-08,,,,
49:45.0,9.640625,-41.88461538,9.640625,-71.88461538,9.205820446,6.47945E-08,,,,
49:45.0,9.1875,-37.92666667,9.1875,-67.92666667,8.293732045,1.61188E-07,,,,
49:45.0,11.390625,-41.25714286,11.390625,-71.25714286,13.7740768,7.48662E-08,,,,
49:45.0,10.359375,-37.746,10.359375,-67.746,10.86269286,1.68035E-07,,,,
49:38.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
49:38.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
49:38.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
49:38.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
49:38.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
49:38.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
49:38.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
49:38.0,11.203125,-49.14736842,11.203125,-79.14736842,13.19205642,1.21692E-08,,,,
49:38.0,9.9375,-48.55238095,9.9375,-78.55238095,9.857119009,1.3956E-08,,,,
42:17.0,15.765625,-38.08,15.765625,-68.08,37.71920234,1.55597E-07,,,,
42:17.0,9.9375,-41.04214286,9.9375,-71.04214286,9.857119009,7.86658E-08,,,,
42:10.0,8.765625,-43.55294118,8.765625,-73.55294118,7.525970298,4.41272E-08,,,,
42:10.0,7.859375,-48.41818182,7.859375,-78.41818182,6.108541096,1.4394E-08,,,,
42:10.0,8.4375,-47.6,8.4375,-77.6,6.978305849,1.7378E-08,,,,
42:10.0,8.703125,-44.50769231,8.703125,-74.50769231,7.418438489,3.54185E-08,,,,
42:10.0,9.34375,-45.74,9.34375,-75.74,8.597555737,2.66686E-08,,,,
42:10.0,9.609375,-41.87615385,9.609375,-71.87615385,9.139816995,6.49209E-08,,,,
42:10.0,9.296875,-37.92,9.296875,-67.92,8.505258154,1.61436E-07,,,,
42:10.0,11.375,-41.26428571,11.375,-71.26428571,13.72460961,7.47432E-08,,,,
42:10.0,10.640625,-37.752,10.640625,-67.752,11.5894413,1.67803E-07,,,,
42:03.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
42:03.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
42:03.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
42:03.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
42:03.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
42:03.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
42:03.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
42:03.0,11.375,-49.14210526,11.375,-79.14210526,13.72460961,1.2184E-08,,,,
42:03.0,10.0625,-48.54761905,10.0625,-78.54761905,10.14495208,1.39713E-08,,,,
34:42.0,15.875,-38.07333333,15.875,-68.07333333,38.68120546,1.55836E-07,,,,
34:42.0,10.1875,-41.04857143,10.1875,-71.04857143,10.44119003,7.85494E-08,,,,
34:35.0,8.578125,-43.50588235,8.578125,-73.50588235,7.207962193,4.46079E-08,,,,
34:35.0,8.984375,-48.40454545,8.984375,-78.40454545,7.914755439,1.44393E-08,,,,
34:35.0,9.53125,-47.55846154,9.53125,-77.55846154,8.976871324,1.7545E-08,,,,
34:35.0,8.5625,-44.53076923,8.5625,-74.53076923,7.182076058,3.52308E-08,,,,
34:35.0,10.484375,-45.76,10.484375,-75.76,11.17988921,2.65461E-08,,,,
34:35.0,9.28125,-41.87615385,9.28125,-71.87615385,8.474713009,6.49209E-08,,,,
34:35.0,9.171875,-37.91333333,9.171875,-67.91333333,8.263946558,1.61684E-07,,,,
34:35.0,11.390625,-41.27142857,11.390625,-71.27142857,13.7740768,7.46203E-08,,,,
34:35.0,10.140625,-37.752,10.140625,-67.752,10.32910043,1.67803E-07,,,,
34:28.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
34:28.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
34:28.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
34:28.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
34:28.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
34:28.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
34:28.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
34:28.0,12.765625,-49.16842105,12.765625,-79.16842105,18.90438268,1.21104E-08,,,,
34:28.0,11.515625,-48.57142857,11.515625,-78.57142857,14.1762871,1.3895E-08,,,,
27:07.0,16.03125,-38.06,16.03125,-68.06,40.09821129,1.56315E-07,,,,
27:07.0,10.015625,-41.055,10.015625,-71.055,10.03604269,7.84332E-08,,,,
27:00.0,8.6875,-43.54705882,8.6875,-73.54705882,7.391796466,4.4187E-08,,,,
27:00.0,10.578125,-48.38181818,10.578125,-78.38181818,11.42385021,1.4515E-08,,,,
27:00.0,11.140625,-47.6,11.140625,-77.6,13.00356701,1.7378E-08,,,,
27:00.0,8.703125,-44.48615385,8.703125,-74.48615385,7.418438489,3.55946E-08,,,,
27:00.0,12.0625,-45.775,12.0625,-75.775,16.07866549,2.64545E-08,,,,
27:00.0,9.546875,-41.85923077,9.546875,-71.85923077,9.009226384,6.51744E-08,,,,
27:00.0,9.296875,-37.90666667,9.296875,-67.90666667,8.505258154,1.61932E-07,,,,
27:00.0,11.515625,-41.24285714,11.515625,-71.24285714,14.1762871,7.51129E-08,,,,
27:00.0,10.6875,-37.77,10.6875,-67.77,11.7152079,1.67109E-07,,,,
26:53.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
26:53.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
26:53.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
26:53.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
26:53.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
26:53.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
26:53.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
26:53.0,13.21875,-49.16315789,13.21875,-79.16315789,20.98335847,1.21251E-08,,,,
26:53.0,11.96875,-48.56666667,11.96875,-78.56666667,15.73529901,1.39102E-08,,,,
19:32.0,15.859375,-38.06,15.859375,-68.06,38.54228869,1.56315E-07,,,,
19:32.0,10.328125,-41.06142857,10.328125,-71.06142857,10.78481004,7.83172E-08,,,,
19:25.0,8.78125,-43.52941176,8.78125,-73.52941176,7.55309592,4.43669E-08,,,,
19:25.0,12.796875,-48.45,12.796875,-78.45,19.04090122,1.42889E-08,,,,
19:25.0,13.3125,-47.60769231,13.3125,-77.60769231,21.44124503,1.73473E-08,,,,
19:25.0,8.734375,-44.49307692,8.734375,-74.49307692,7.472010956,3.55379E-08,,,,
19:25.0,14.28125,-45.73,14.28125,-75.73,26.79939562,2.67301E-08,,,,
19:25.0,9.96875,-41.88461538,9.96875,-71.88461538,9.928302478,6.47945E-08,,,,
19:25.0,9.453125,-37.92,9.453125,-67.92,8.816830668,1.61436E-07,,,,
19:25.0,11.046875,-41.25,11.046875,-71.25,12.72587051,7.49894E-08,,,,
19:25.0,11.71875,-37.758,11.71875,-67.758,14.85508017,1.67571E-07,,,,
19:18.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
19:18.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
19:18.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
19:18.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
19:18.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
19:18.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
19:18.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
19:18.0,16.984375,-49.16315789,16.984375,-79.16315789,49.93873074,1.21251E-08,,,,
19:18.0,15.828125,-48.54285714,15.828125,-78.54285714,38.26595003,1.39867E-08,,,,
11:57.0,16.09375,-38.07333333,16.09375,-68.07333333,40.67944321,1.55836E-07,,,,
11:57.0,10.171875,-41.055,10.171875,-71.055,10.40369232,7.84332E-08,,,,
11:50.0,8.78125,-43.55294118,8.78125,-73.55294118,7.55309592,4.41272E-08,,,,
11:50.0,25.71875,-48.42272727,25.71875,-78.42272727,373.1427432,1.4379E-08,,,,
11:50.0,26.296875,-47.61538462,26.296875,-77.61538462,426.2726806,1.73166E-08,,,,
11:50.0,8.78125,-44.53846154,8.78125,-74.53846154,7.55309592,3.51685E-08,,,,
11:50.0,27.390625,-45.71,27.390625,-75.71,548.355874,2.68534E-08,,,,
11:50.0,9.625,-41.86769231,9.625,-71.86769231,9.172759354,6.50475E-08,,,,
11:50.0,9.453125,-37.93333333,9.453125,-67.93333333,8.816830668,1.60941E-07,,,,
11:50.0,11.140625,-41.26428571,11.140625,-71.26428571,13.00356701,7.47432E-08,,,,
11:50.0,11.640625,-37.764,11.640625,-67.764,14.59024216,1.6734E-07,,,,
11:43.0,-41.828125,-68.8925,-41.828125,-98.8925,6.56429E-05,1.29048E-10,,,,
11:43.0,-42.984375,-70.02105263,-42.984375,-100.0210526,5.02994E-05,9.95164E-11,,,,
11:43.0,-43.1875,-70.25555556,-43.1875,-100.2555556,4.8001E-05,9.42854E-11,,,,
11:43.0,-42.421875,-69.50454545,-42.421875,-99.50454545,5.72549E-05,1.12084E-10,,,,
11:43.0,-44.34375,-71.43142857,-44.34375,-101.4314286,3.67811E-05,7.19212E-11,,,,
11:43.0,-40.75,-67.86875,-40.75,-97.86875,8.41395E-05,1.63352E-10,,,,
11:43.0,-40.65625,-67.75,-40.65625,-97.75,8.59756E-05,1.6788E-10,,,,
